Duration: 950 s  
Number of collocations: 3582 
(('feeding_place', 'feeding_place'), 1)
(('training', 'monastery'), 0.04950495049504951)
(('community_centre', 'waste_basket'), 0.0494641384995878)
(('car_wash', 'library'), 0.04932735426008968)
(('car_wash', 'shelter'), 0.04932735426008968)
(('car_wash', 'bureau_de_change'), 0.04932735426008968)
(('language_school', 'place_of_worship'), 0.049315068493150684)
(('cafe', 'social_facility'), 0.04926108374384237)
(('bar', 'social_facility'), 0.04918032786885246)
(('university', 'music_school'), 0.04918032786885246)
(('fuel', 'university'), 0.04918032786885246)
(('bar', 'device_charging_station'), 0.04918032786885246)
(('charging_station', 'university'), 0.04918032786885246)
(('pub', 'veterinary'), 0.048582995951417005)
(('taxi', 'pub'), 0.048582995951417005)
(('pub', 'device_charging_station'), 0.048582995951417005)
(('courthouse', 'school'), 0.04852320675105485)
(('social_facility', 'school'), 0.04852320675105485)
(('bench', 'veterinary'), 0.04841295286950946)
(('parking', 'courthouse'), 0.048368069209594966)
(('nightclub', 'fuel'), 0.04827586206896552)
(('embassy', 'food_court'), 0.04827586206896552)
(('fuel', 'training'), 0.04827586206896552)
(('police', 'fuel'), 0.04827586206896552)
(('recycling', 'theatre'), 0.04819277108433735)
(('vending_machine', 'social_facility'), 0.0481283422459893)
(('veterinary', 'vending_machine'), 0.0481283422459893)
(('bicycle_parking', 'public_service'), 0.04790419161676647)
(('fuel', 'clinic'), 0.04790419161676647)
(('pharmacy', 'social_facility'), 0.04783599088838269)
(('courthouse', 'pharmacy'), 0.04783599088838269)
(('waste_basket', 'courthouse'), 0.04781533388293487)
(('kindergarten', 'public_service'), 0.04771371769383698)
(('kindergarten', 'veterinary'), 0.04771371769383698)
(('cafe', 'taxi'), 0.047619047619047616)
(('cafe', 'public_service'), 0.047619047619047616)
(('fire_station', 'hookah_lounge'), 0.047619047619047616)
(('stripclub', 'courthouse'), 0.047619047619047616)
(('taxi', 'hookah_lounge'), 0.047619047619047616)
(('social_facility', 'hookah_lounge'), 0.047619047619047616)
(('hookah_lounge', 'photo_lab'), 0.047619047619047616)
(('atm', 'marketplace'), 0.0475482912332838)
(('atm', 'fire_station'), 0.0475482912332838)
(('parking_entrance', 'studio'), 0.04696132596685083)
(('courthouse', 'bicycle_rental'), 0.04666666666666667)
(('charging_station', 'bicycle_rental'), 0.04666666666666667)
(('payment_terminal', 'place_of_worship'), 0.04657534246575343)
(('payment_terminal', 'school'), 0.046413502109704644)
(('veterinary', 'school'), 0.046413502109704644)
(('shelter', 'school'), 0.046413502109704644)
(('school', 'language_school'), 0.046413502109704644)
(('arts_centre', 'school'), 0.046413502109704644)
(('bicycle_parking', 'music_school'), 0.04640718562874251)
(('payment_terminal', 'college'), 0.046296296296296294)
(('restaurant', 'social_facility'), 0.046296296296296294)
(('community_centre', 'college'), 0.046296296296296294)
(('college', 'fire_station'), 0.046296296296296294)
(('arts_centre', 'college'), 0.046296296296296294)
(('public_service', 'toilets'), 0.046153846153846156)
(('atm', 'charging_station'), 0.04606240713224369)
(('clinic', 'veterinary'), 0.04590818363273453)
(('arts_centre', 'parking'), 0.045615414864333466)
(('waste_disposal', 'stripclub'), 0.045584045584045586)
(('pharmacy', 'language_school'), 0.04555808656036447)
(('smoking_area', 'studio'), 0.045454545454545456)
(('study', 'driving_school'), 0.045454545454545456)
(('childcare', 'driving_school'), 0.045454545454545456)
(('driving_school', 'shower'), 0.045454545454545456)
(('coworking_space', 'stripclub'), 0.045454545454545456)
(('vehicle_inspection', 'stripclub'), 0.045454545454545456)
(('arts_centre', 'recycling'), 0.045454545454545456)
(('stripclub', 'childcare'), 0.045454545454545456)
(('food_court', 'studio'), 0.045454545454545456)
(('money_transfer', 'driving_school'), 0.045454545454545456)
(('driving_school', 'courthouse'), 0.045454545454545456)
(('studio', 'childcare'), 0.045454545454545456)
(('recycling', 'townhall'), 0.045454545454545456)
(('driving_school', 'device_charging_station'), 0.045454545454545456)
(('driving_school', 'taxi'), 0.045454545454545456)
(('recycling', 'food_court'), 0.045454545454545456)
(('stripclub', 'food_court'), 0.045454545454545456)
(('stripclub', 'love_hotel'), 0.045454545454545456)
(('taxi', 'stripclub'), 0.045454545454545456)
(('studio', 'coworking_space'), 0.045454545454545456)
(('studio', 'monastery'), 0.045454545454545456)
(('boat_rental', 'driving_school'), 0.045454545454545456)
(('driving_school', 'dormitory'), 0.045454545454545456)
(('post_office', 'stripclub'), 0.04516129032258064)
(('post_office', 'taxi'), 0.04516129032258064)
(('post_office', 'public_service'), 0.04516129032258064)
(('veterinary', 'post_office'), 0.04516129032258064)
(('library', 'language_school'), 0.045112781954887216)
(('car_wash', 'recycling'), 0.04484304932735426)
(('car_wash', 'courthouse'), 0.04484304932735426)
(('parking', 'marketplace'), 0.04482894219425875)
(('social_facility', 'community_centre'), 0.04477611940298507)
(('pub', 'public_service'), 0.044534412955465584)
(('courthouse', 'veterinary'), 0.044444444444444446)
(('social_facility', 'studio'), 0.044444444444444446)
(('veterinary', 'ice_cream'), 0.044444444444444446)
(('social_facility', 'smoking_area'), 0.044444444444444446)
(('social_facility', 'music_school'), 0.044444444444444446)
(('language_school', 'veterinary'), 0.044444444444444446)
(('social_facility', 'fire_station'), 0.044444444444444446)
(('bank', 'taxi'), 0.04437869822485207)
(('veterinary', 'hospital'), 0.04424778761061947)
(('recycling', 'hospital'), 0.04424778761061947)
(('arts_centre', 'hospital'), 0.04424778761061947)
(('parking_entrance', 'veterinary'), 0.04419889502762431)
(('smoking_area', 'parking_entrance'), 0.04419889502762431)
(('clock', 'parking_entrance'), 0.04419889502762431)
(('public_service', 'parking'), 0.04404246952418404)
(('bench', 'courthouse'), 0.04392433472266752)
(('courthouse', 'telephone'), 0.043859649122807015)
(('telephone', 'food_court'), 0.043859649122807015)
(('music_school', 'telephone'), 0.043859649122807015)
(('telephone', 'device_charging_station'), 0.043859649122807015)
(('public_service', 'vending_machine'), 0.04385026737967915)
(('veterinary', 'place_of_worship'), 0.043835616438356165)
(('fire_station', 'place_of_worship'), 0.043835616438356165)
(('courthouse', 'place_of_worship'), 0.043835616438356165)
(('restaurant', 'public_service'), 0.043827160493827164)
(('bench', 'charging_station'), 0.043603719140750244)
(('toilets', 'marketplace'), 0.04358974358974359)
(('toilets', 'fire_station'), 0.04358974358974359)
(('fast_food', 'language_school'), 0.0435244161358811)
(('drinking_water', 'arts_centre'), 0.043478260869565216)
(('childcare', 'arts_centre'), 0.043478260869565216)
(('social_facility', 'arts_centre'), 0.043478260869565216)
(('arts_centre', 'office'), 0.043478260869565216)
(('taxi', 'bicycle_parking'), 0.04341317365269461)
(('bank', 'music_school'), 0.04339250493096647)
(('bureau_de_change', 'marketplace'), 0.043010752688172046)
(('social_facility', 'bureau_de_change'), 0.043010752688172046)
(('bureau_de_change', 'monastery'), 0.043010752688172046)
(('recycling', 'bureau_de_change'), 0.043010752688172046)
(('clock', 'parking'), 0.042862760519071966)
(('bar', 'courthouse'), 0.04262295081967213)
(('bar', 'love_hotel'), 0.04262295081967213)
(('restaurant', 'monastery'), 0.04259259259259259)
(('post_box', 'taxi'), 0.0425531914893617)
(('post_box', 'ice_cream'), 0.0425531914893617)
(('post_box', 'courthouse'), 0.0425531914893617)
(('doctors', 'driving_school'), 0.0425531914893617)
(('veterinary', 'post_box'), 0.0425531914893617)
(('post_box', 'nightclub'), 0.0425531914893617)
(('doctors', 'studio'), 0.0425531914893617)
(('charging_station', 'doctors'), 0.0425531914893617)
(('post_box', 'shelter'), 0.0425531914893617)
(('public_service', 'doctors'), 0.0425531914893617)
(('post_box', 'marketplace'), 0.0425531914893617)
(('nightclub', 'school'), 0.04219409282700422)
(('fire_station', 'school'), 0.04219409282700422)
(('food_court', 'theatre'), 0.04216867469879518)
(('studio', 'theatre'), 0.04216867469879518)
(('veterinary', 'pharmacy'), 0.04214123006833713)
(('waste_basket', 'public_service'), 0.04204451772464963)
(('translator', 'shelter'), 0.04201680672268908)
(('ticket_validator', 'shelter'), 0.04201680672268908)
(('fire_station', 'clinic'), 0.041916167664670656)
(('payment_terminal', 'kindergarten'), 0.041749502982107355)
(('language_school', 'kindergarten'), 0.041749502982107355)
(('atm', 'social_facility'), 0.041604754829123326)
(('cafe', 'childcare'), 0.04159824849480022)
(('parking_entrance', 'ice_cream'), 0.04143646408839779)
(('fast_food', 'fire_station'), 0.041401273885350316)
(('fuel', 'theatre'), 0.041379310344827586)
(('fuel', 'cinema'), 0.041379310344827586)
(('stripclub', 'embassy'), 0.041379310344827586)
(('embassy', 'monastery'), 0.041379310344827586)
(('embassy', 'cinema'), 0.041379310344827586)
(('embassy', 'office'), 0.041379310344827586)
(('ice_cream', 'dentist'), 0.041176470588235294)
(('shelter', 'place_of_worship'), 0.0410958904109589)
(('toilets', 'veterinary'), 0.041025641025641026)
(('ice_cream', 'university'), 0.040983606557377046)
(('university', 'social_facility'), 0.040983606557377046)
(('university', 'language_school'), 0.040983606557377046)
(('arts_centre', 'university'), 0.040983606557377046)
(('public_service', 'waste_disposal'), 0.04083570750237417)
(('restaurant', 'music_school'), 0.040740740740740744)
(('car_rental', 'pub'), 0.04048582995951417)
(('bicycle_parking', 'marketplace'), 0.040419161676646706)
(('bicycle_parking', 'food_court'), 0.040419161676646706)
(('music_school', 'waste_basket'), 0.0403957131079967)
(('atm', 'public_service'), 0.04011887072808321)
(('atm', 'courthouse'), 0.04011887072808321)
(('bench', 'device_charging_station'), 0.04007694773966015)
(('bicycle_rental', 'social_facility'), 0.04)
(('childcare', 'language_school'), 0.04)
(('study', 'language_school'), 0.04)
(('language_school', 'security_booth'), 0.04)
(('language_school', 'townhall'), 0.04)
(('love_hotel', 'language_school'), 0.04)
(('brothel', 'language_school'), 0.04)
(('language_school', 'vehicle_inspection'), 0.04)
(('cinema', 'clinic'), 0.03992015968063872)
(('waste_disposal', 'security_booth'), 0.039886039886039885)
(('waste_disposal', 'charging_station'), 0.039886039886039885)
(('training', 'smoking_area'), 0.039603960396039604)
(('fuel', 'fountain'), 0.039603960396039604)
(('training', 'food_court'), 0.039603960396039604)
(('training', 'driving_school'), 0.039603960396039604)
(('fountain', 'townhall'), 0.039603960396039604)
(('bar', 'taxi'), 0.03934426229508197)
(('cafe', 'studio'), 0.03886152162014231)
(('police', 'charging_station'), 0.03875968992248062)
(('police', 'driving_school'), 0.03875968992248062)
(('post_office', 'childcare'), 0.03870967741935484)
(('parking_entrance', 'security_booth'), 0.03867403314917127)
(('atm', 'veterinary'), 0.03863298662704309)
(('gym', 'music_school'), 0.038461538461538464)
(('bank', 'marketplace'), 0.038461538461538464)
(('public_service', 'bank'), 0.038461538461538464)
(('studio', 'music_school'), 0.038461538461538464)
(('music_school', 'device_charging_station'), 0.038461538461538464)
(('music_school', 'arts_school'), 0.038461538461538464)
(('music_school', 'taxi'), 0.038461538461538464)
(('ice_cream', 'place_of_worship'), 0.038356164383561646)
(('music_school', 'place_of_worship'), 0.038356164383561646)
(('veterinary', 'cafe'), 0.038314176245210725)
(('bench', 'monastery'), 0.03815325424815646)
(('waste_disposal', 'music_school'), 0.03798670465337132)
(('cinema', 'school'), 0.0379746835443038)
(('device_charging_station', 'cafe'), 0.03776683087027915)
(('cinema', 'public_service'), 0.03773584905660377)
(('clock', 'cinema'), 0.03773584905660377)
(('device_charging_station', 'cinema'), 0.03773584905660377)
(('cinema', 'courthouse'), 0.03773584905660377)
(('childcare', 'cinema'), 0.03773584905660377)
(('cinema', 'townhall'), 0.03773584905660377)
(('recycling', 'library'), 0.03759398496240601)
(('library', 'marketplace'), 0.03759398496240601)
(('library', 'driving_school'), 0.03759398496240601)
(('library', 'fire_station'), 0.03759398496240601)
(('pharmacy', 'charging_station'), 0.03758542141230068)
(('pharmacy', 'fire_station'), 0.03758542141230068)
(('bank', 'food_court'), 0.03747534516765286)
(('vending_machine', 'taxi'), 0.0374331550802139)
(('fast_food', 'studio'), 0.037154989384288746)
(('device_charging_station', 'restaurant'), 0.037037037037037035)
(('college', 'stripclub'), 0.037037037037037035)
(('veterinary', 'college'), 0.037037037037037035)
(('college', 'charging_station'), 0.037037037037037035)
(('college', 'shelter'), 0.037037037037037035)
(('bicycle_rental', 'language_school'), 0.03666666666666667)
(('bench', 'marketplace'), 0.03655017633857006)
(('studio', 'bank'), 0.03648915187376726)
(('clock', 'pub'), 0.03643724696356275)
(('coworking_space', 'pub'), 0.03643724696356275)
(('social_facility', 'pub'), 0.03643724696356275)
(('driving_school', 'pub'), 0.03643724696356275)
(('pub', 'love_hotel'), 0.03643724696356275)
(('theatre', 'driving_school'), 0.03614457831325301)
(('theatre', 'public_service'), 0.03614457831325301)
(('theatre', 'coworking_space'), 0.03614457831325301)
(('fast_food', 'courthouse'), 0.036093418259023353)
(('fast_food', 'charging_station'), 0.036093418259023353)
(('veterinary', 'bar'), 0.036065573770491806)
(('public_service', 'bar'), 0.036065573770491806)
(('bar', 'fuel'), 0.036065573770491806)
(('car_wash', 'cinema'), 0.03587443946188341)
(('car_wash', 'fire_station'), 0.03587443946188341)
(('car_wash', 'childcare'), 0.03587443946188341)
(('car_wash', 'payment_terminal'), 0.03587443946188341)
(('restaurant', 'veterinary'), 0.03580246913580247)
(('yacht_club', 'charging_station'), 0.03571428571428571)
(('action_house', 'charging_station'), 0.03571428571428571)
(('charging_station', 'register_office'), 0.03571428571428571)
(('charging_station', 'studio'), 0.03571428571428571)
(('charging_station', 'monastery'), 0.03571428571428571)
(('charging_station', 'clothes_dryer'), 0.03571428571428571)
(('bench', 'boat_rental'), 0.03558832959281821)
(('cafe', 'drinking_water'), 0.03557744937055282)
(('doctors', 'ice_cream'), 0.03546099290780142)
(('public_service', 'hospital'), 0.035398230088495575)
(('telephone', 'hospital'), 0.035398230088495575)
(('nightclub', 'hospital'), 0.035398230088495575)
(('cinema', 'hospital'), 0.035398230088495575)
(('vending_machine', 'stripclub'), 0.03529411764705882)
(('dentist', 'food_court'), 0.03529411764705882)
(('music_school', 'bench'), 0.03526771401090093)
(('telephone', 'public_service'), 0.03508771929824561)
(('car_rental', 'nightclub'), 0.03508771929824561)
(('nightclub', 'marketplace'), 0.03508771929824561)
(('nightclub', 'courthouse'), 0.03508771929824561)
(('nightclub', 'childcare'), 0.03508771929824561)
(('nightclub', 'rescue_station'), 0.03508771929824561)
(('nightclub', 'photo_lab'), 0.03508771929824561)
(('nightclub', 'public_bookcase'), 0.03508771929824561)
(('cafe', 'music_school'), 0.03503010399562124)
(('stripclub', 'fountain'), 0.034653465346534656)
(('courthouse', 'fountain'), 0.034653465346534656)
(('fountain', 'language_school'), 0.034653465346534656)
(('stripclub', 'waste_basket'), 0.03462489694971146)
(('post_box', 'fuel'), 0.034482758620689655)
(('fuel', 'marketplace'), 0.034482758620689655)
(('ice_cream', 'motorcycle_parking'), 0.034482758620689655)
(('payment_terminal', 'ferry_terminal'), 0.034482758620689655)
(('shower', 'ice_cream'), 0.034482758620689655)
